GameDate,Team,OPS,BB,HBP,SO,ERA,BB_p,K,IR,IS,TBF,Recent_5_Win,Recent_5_Loss,home_away,Result
2021-05-06,5,0.649,5,0,7,6.75,5,7,0,0,42,2,2,0,0
2021-05-06,9,0.805,5,2,7,1.0,5,7,2,0,38,2,2,1,1
2021-05-07,4,0.407,0,0,3,4.5,4,5,4,3,35,1,2,0,0
2021-05-07,2,0.786,4,0,5,1.0,0,3,0,0,32,2,1,1,1
2021-05-08,6,0.556,0,0,6,9.0,6,4,2,1,42,1,2,0,0
2021-05-08,8,0.961,6,0,4,1.0,0,6,0,0,36,2,1,1,1
2021-05-08,3,1.034,4,0,9,2.0,2,6,0,0,36,1,2,0,1
2021-05-08,5,0.631,2,0,6,9.0,4,9,0,0,43,2,1,1,0
2021-05-08,9,0.824,7,0,6,4.0,9,8,1,0,41,1,2,0,1
2021-05-08,7,0.853,9,0,8,2.0,7,6,2,0,42,2,1,1,0
2021-05-08,4,0.984,5,0,10,6.0,3,4,2,2,44,1,3,0,1
2021-05-08,2,1.094,3,0,4,6.0,5,10,7,2,47,3,1,1,0
2021-05-08,1,1.122,5,0,5,5.0,3,6,1,0,39,1,0,0,1
2021-05-08,0,0.74,3,2,6,11.0,5,5,2,2,50,0,1,1,0
2021-05-09,6,0.48,4,0,10,12.38,4,3,3,3,43,1,3,0,0
2021-05-09,8,1.159,4,3,3,1.0,4,10,0,0,34,3,1,1,1
2021-05-09,3,0.429,6,0,8,4.5,1,9,0,0,33,2,2,0,0
2021-05-09,5,0.857,1,0,9,1.0,6,8,3,0,35,2,2,1,1
2021-05-09,9,1.131,7,1,6,9.0,4,6,1,0,42,2,2,0,1
2021-05-09,7,1.078,4,1,6,15.0,7,6,1,1,56,2,2,1,0
2021-05-09,4,0.924,6,0,8,4.5,4,5,2,0,37,2,3,0,0
2021-05-09,2,0.95,4,0,5,6.0,6,8,2,0,43,3,2,1,1
2021-05-09,1,0.714,4,2,3,3.0,7,6,5,0,40,2,0,0,1
2021-05-09,0,0.609,7,0,6,5.0,4,3,5,0,44,0,2,1,0
2021-05-09,6,0.748,4,2,8,4.0,5,4,0,0,43,1,4,0,1
2021-05-09,8,0.746,5,1,4,5.0,4,8,3,2,41,4,1,1,0
2021-05-09,3,0.703,5,4,7,4.5,6,10,2,1,40,2,3,0,0
2021-05-09,5,0.76,6,1,10,3.0,5,7,2,1,41,3,2,1,1
2021-05-09,9,0.598,1,0,6,10.13,10,8,1,1,43,3,2,0,0
2021-05-09,7,1.024,10,0,8,2.0,1,6,0,0,39,2,3,1,1
2021-05-09,1,1.036,7,2,5,0.0,4,4,0,0,38,3,0,0,1
2021-05-09,0,0.574,4,1,4,9.0,7,5,6,5,44,0,3,1,0
2021-05-11,3,0.608,7,1,4,3.38,4,3,3,0,33,2,1,0,0
2021-05-11,1,0.677,4,1,3,2.0,7,4,4,1,42,1,2,1,1
2021-05-11,2,0.571,4,1,9,10.13,3,10,4,2,40,3,0,0,0
2021-05-11,7,0.928,3,0,10,2.0,4,9,1,0,41,0,3,1,1
2021-05-11,9,0.977,9,1,11,2.0,3,7,0,0,36,2,1,0,1
2021-05-11,6,0.497,3,0,7,5.0,9,11,0,0,46,1,2,1,0
2021-05-11,8,0.553,7,1,9,7.88,2,2,0,0,36,1,2,0,0
2021-05-11,0,1.032,2,0,2,1.0,7,9,7,0,39,2,1,1,1
2021-05-11,5,0.989,4,0,9,6.0,10,6,2,1,45,1,0,0,1
2021-05-11,4,0.834,10,0,6,7.0,4,9,0,0,39,0,1,1,0
2021-05-12,3,0.536,5,0,12,0.0,2,7,1,0,32,2,2,0,1
2021-05-12,1,0.433,2,0,7,1.0,5,12,0,0,36,2,2,1,0
2021-05-12,2,0.743,1,2,6,2.0,1,10,2,0,39,3,1,0,1
2021-05-12,7,0.957,1,1,10,7.0,1,6,1,0,38,1,3,1,0
2021-05-12,9,0.689,4,2,5,3.0,5,8,1,0,39,3,1,0,1
2021-05-12,6,0.606,5,2,8,6.0,4,5,2,2,40,1,3,1,0
2021-05-12,8,0.562,7,0,9,5.63,6,8,0,0,37,1,3,0,0
2021-05-12,0,0.75,6,0,8,3.0,7,9,2,0,41,3,1,1,1
2021-05-12,5,1.079,8,1,12,1.0,5,9,0,0,37,2,0,0,1
2021-05-12,4,0.614,5,0,9,9.0,8,12,4,2,47,0,2,1,0
2021-05-13,3,0.801,4,2,6,11.0,9,5,4,2,51,3,2,0,1
2021-05-13,1,1.11,9,0,5,12.0,4,6,2,2,47,2,3,1,0
2021-05-13,2,0.582,5,0,8,0.0,4,8,2,0,38,4,1,0,1
2021-05-13,7,0.558,4,1,8,3.0,5,8,4,2,42,1,4,1,0
2021-05-13,9,0.505,4,1,6,2.0,4,9,3,0,42,4,1,0,1
2021-05-13,6,0.819,4,2,9,3.0,4,6,0,0,39,1,4,1,0
2021-05-13,8,0.886,4,1,4,2.0,6,6,1,1,38,1,4,0,1
2021-05-13,0,0.668,6,2,6,7.0,4,4,3,1,43,4,1,1,0
2021-05-13,5,0.761,5,2,8,5.63,3,12,3,0,38,3,0,0,0
2021-05-13,4,0.771,3,0,12,4.0,5,8,3,0,39,0,3,1,1
2021-05-14,2,0.596,3,1,4,2.25,1,7,1,0,34,3,0,0,0
2021-05-14,8,0.586,1,0,7,2.0,3,4,0,0,37,0,3,1,1
